Shape,Cut,Color,Clarity,Carat Weight,Length/Width Ratio,Depth %,Table %,Polish,Symmetry,Girdle,Culet,Length,Width,Height,Price,Type,Fluorescence
Pear,,D,VS1,1.03,1.57,63.5,59.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.84,5.64,3.58,1120,IGI Lab-Grown,
Radiant,,E,VS1,1.0,1.29,69.3,68.0,Excellent,Excellent,Slightly Thick to Thick,,6.45,5.0,3.46,4760,GIA,
Heart,,E,VS1,1.58,1.16,54.0,60.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,7.22,8.34,4.5,2030,IGI Lab-Grown,
Pear,,F,VVS1,1.0,1.63,65.1,60.0,Excellent,Very Good,Thick to Extremely Thick,,8.66,5.3,3.45,4330,GIA,Faint
Emerald,,H,VS1,1.0,1.38,67.8,66.0,Excellent,Excellent,Slightly Thick,,6.56,4.75,3.22,2760,GIA,
Radiant,,F,VVS2,1.04,1.34,67.2,63.0,Excellent,Excellent,Very Thick,,6.75,5.04,3.39,4560,GIA,
Princess,Ideal,H,VVS1,1.03,1.05,74.3,72.0,Excellent,Excellent,Thin to Medium,,5.7,5.43,4.03,3100,GIA,
Radiant,,D,VS1,1.06,1.44,64.4,64.0,Excellent,Excellent,Medium,Pointed,7.35,5.11,3.29,1130,IGI Lab-Grown,
Radiant,,F,VS2,1.02,1.3,68.2,66.0,Excellent,Excellent,Slightly Thick to Thick,,6.56,5.04,3.44,3990,GIA,
Princess,Ideal,G,VS1,1.01,1.03,71.5,75.0,Excellent,Very Good,Slightly Thick to Thick,,5.59,5.45,3.9,2850,GIA,
Oval,,D,VS1,1.0,1.41,62.1,59.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.02,5.7,3.54,1060,IGI Lab-Grown,
Pear,,F,VS1,1.09,1.62,63.0,58.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,9.26,5.7,3.59,1080,IGI Lab-Grown,
Cushion,Ideal,E,VS1,1.57,1.02,65.3,63.0,Excellent,Excellent,Thin to Medium,Pointed,6.88,6.77,4.42,1970,IGI Lab-Grown,
Princess,Ideal,F,VVS2,1.07,1.01,69.0,67.0,Excellent,Excellent,Medium,Pointed,5.73,5.67,3.91,1190,IGI Lab-Grown,
Oval,,E,VS1,1.11,1.48,60.9,62.0,Excellent,Excellent,Thin to Slightly Thick,Pointed,8.51,5.75,3.5,1080,IGI Lab-Grown,
Oval,,F,VS1,1.06,1.42,61.6,60.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.19,5.76,3.55,1060,IGI Lab-Grown,
Marquise,,G,VS2,1.01,1.85,62.6,62.0,Excellent,Excellent,Thin to Very Thick,,9.83,5.31,3.33,5320,GIA,
Round,Very Good,H,VS1,1.0,1.01,62.2,57.0,Excellent,Excellent,Very Thin to Slightly Thick,,6.36,6.42,3.97,4130,GIA,
Radiant,,H,IF,1.01,1.43,68.7,69.0,Excellent,Very Good,Medium to Slightly Thick,,7.17,5.02,3.44,3910,GIA,
Marquise,,E,VS1,1.2,2.03,62.7,60.0,Excellent,Excellent,Thin to Medium,Pointed,11.32,5.58,3.5,1190,IGI Lab-Grown,
Princess,Ideal,G,VS1,1.03,1.03,74.3,74.0,Excellent,Very Good,Medium to Slightly Thick,,5.74,5.56,4.13,3640,GIA,
Round,Excellent,H,VS1,1.0,1.01,63.6,58.0,Excellent,Excellent,Medium to Slightly Thick,,6.32,6.36,4.03,4140,GIA,
Radiant,,E,VVS2,1.03,1.41,69.2,66.0,Excellent,Excellent,Thin,Pointed,7.23,5.13,3.55,1190,IGI Lab-Grown,
Marquise,,E,VS1,1.21,2.01,64.0,61.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,11.03,5.5,3.52,1200,IGI Lab-Grown,
Pear,,E,VVS1,1.01,1.51,66.1,64.0,Excellent,Very Good,Thick to Very Thick,,8.17,5.42,3.58,4330,GIA,Faint
Cushion,Ideal,D,VS1,1.33,1.01,66.6,60.0,Excellent,Excellent,Thin to Slightly Thick,Pointed,6.43,6.35,4.23,2160,IGI Lab-Grown,
Pear,,E,VS1,1.02,1.6,61.9,60.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,9.01,5.62,3.48,1030,IGI Lab-Grown,
Princess,Ideal,F,VS1,1.15,1.02,71.2,66.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,5.76,5.65,4.02,1120,IGI Lab-Grown,
Oval,,H,VS2,1.01,1.41,62.0,59.0,Excellent,Excellent,Thick to Very Thick,,7.93,5.62,3.49,3550,GIA,Faint
Pear,,E,VS1,1.06,1.61,60.3,58.0,Excellent,Excellent,Slightly Thick to Thick,Pointed,9.13,5.67,3.42,1070,IGI Lab-Grown,
Marquise,,E,IF,1.04,1.91,61.7,56.0,Excellent,Excellent,Thick to Very Thick,,10.25,5.36,3.31,7350,GIA,
Pear,,F,VS1,1.0,1.52,63.5,63.0,Excellent,Excellent,Slightly Thick to Thick,,8.42,5.54,3.52,4010,GIA,Medium
Oval,,H,VS2,1.01,1.5,62.2,60.0,Excellent,Very Good,Medium to Thick,,8.37,5.59,3.48,3850,GIA,
Princess,Ideal,H,VS1,1.06,1.0,74.9,67.0,Excellent,Excellent,Thick,,5.5,5.5,4.12,3600,GIA,
Radiant,,F,VS1,1.28,1.44,67.7,68.0,Excellent,Excellent,Medium,Pointed,7.71,5.36,3.63,1220,IGI Lab-Grown,
Oval,,G,VS2,1.02,1.41,60.3,58.0,Excellent,Very Good,Slightly Thick to Thick,,8.06,5.71,3.44,3750,GIA,Medium
Heart,,G,VS2,1.0,1.21,59.4,54.0,Excellent,Very Good,Slightly Thick to Very Thick,,5.73,6.96,4.13,3860,GIA,Faint
Marquise,,D,VVS1,1.0,1.7,63.1,67.0,Good,Good,Slightly Thick to Extremely Thick,,9.23,5.43,3.42,9570,GIA,Faint
Radiant,,F,VVS2,1.05,1.43,68.1,65.0,Excellent,Excellent,Medium,Pointed,7.16,5.02,3.42,1290,IGI Lab-Grown,
Marquise,,E,VS1,1.09,2.01,63.3,61.0,Excellent,Excellent,Thin to Medium,Pointed,10.73,5.34,3.38,1100,IGI Lab-Grown,
Round,Ideal,E,VS1,1.56,1.01,62.1,56.0,Excellent,Excellent,Medium,Pointed,7.42,7.47,4.62,1810,IGI Lab-Grown,
Oval,,F,VS1,1.0,1.49,63.6,61.0,Excellent,Good,Slightly Thick to Very Thick,,8.11,5.45,3.46,4590,GIA,
Princess,Ideal,H,VVS1,1.21,1.01,74.5,69.0,Excellent,Excellent,Thick to Very Thick,,5.72,5.64,4.2,4060,GIA,
Oval,,D,VS1,1.01,1.43,61.2,59.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.14,5.7,3.49,1080,IGI Lab-Grown,
Oval,,E,VS1,1.0,1.41,67.7,56.0,Excellent,Very Good,Thick to Very Thick,,7.48,5.3,3.59,5050,GIA,Faint
Pear,,F,VS1,1.0,1.45,65.6,57.0,Excellent,Good,Slightly Thick to Very Thick,,8.0,5.51,3.62,3890,GIA,
Radiant,,D,VS1,1.08,1.26,66.9,66.0,Excellent,Excellent,Medium,Pointed,6.82,5.43,3.63,1150,IGI Lab-Grown,
Round,Excellent,H,VS1,1.0,1.01,63.0,58.0,Excellent,Excellent,Medium to Slightly Thick,,6.32,6.37,4.0,4150,GIA,
Princess,Ideal,E,VS1,1.1,1.01,72.0,71.0,Excellent,Excellent,Medium,Pointed,5.68,5.6,4.03,1090,IGI Lab-Grown,
Pear,,E,VS1,1.07,1.65,57.9,61.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,9.54,5.77,3.34,1240,IGI Lab-Grown,
Princess,Ideal,E,VS1,1.02,1.01,68.5,74.0,Excellent,Excellent,Slightly Thick to Thick,,5.65,5.61,3.84,3640,GIA,
Pear,,F,VS1,1.08,1.65,60.8,59.0,Excellent,Excellent,Thin to Slightly Thick,Pointed,9.48,5.74,3.49,1070,IGI Lab-Grown,
Radiant,,D,VVS1,1.01,1.29,68.7,69.0,Excellent,Excellent,Slightly Thick to Thick,,6.53,5.08,3.49,5390,GIA,
Oval,,D,VS1,1.0,1.46,64.7,56.0,Excellent,Very Good,Medium to Very Thick,,7.96,5.45,3.53,5230,GIA,
Heart,,E,VVS2,1.55,1.07,58.2,59.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,7.45,7.97,4.64,2430,IGI Lab-Grown,
Princess,Ideal,H,VS2,1.01,1.02,74.3,70.0,Excellent,Excellent,Thick,,5.38,5.29,3.93,2960,GIA,Faint
Radiant,,E,VVS2,1.02,1.49,68.1,65.0,Excellent,Excellent,Medium,Pointed,7.25,4.86,3.31,1180,IGI Lab-Grown,
Princess,Ideal,D,VS1,1.03,1.0,70.1,69.0,Excellent,Excellent,Medium,Pointed,5.54,5.52,3.87,1110,IGI Lab-Grown,
Cushion,Ideal,D,VVS2,1.34,1.0,66.5,64.0,Excellent,Excellent,Medium to Thick,Pointed,6.42,6.41,4.26,2210,IGI Lab-Grown,
Round,Excellent,H,VS2,1.0,1.01,62.1,57.0,Excellent,Excellent,Medium to Slightly Thick,,6.38,6.42,3.97,3810,GIA,
Marquise,,D,VS1,1.21,1.91,60.9,63.0,Excellent,Very Good,Thick to Very Thick,,10.63,5.58,3.39,9110,GIA,
Princess,Ideal,E,VS1,1.05,1.01,70.6,69.0,Excellent,Excellent,Medium,Pointed,5.63,5.57,3.93,1040,IGI Lab-Grown,
Round,Excellent,H,VS2,1.0,1.01,60.6,61.0,Excellent,Excellent,Medium to Slightly Thick,,6.42,6.47,3.9,4030,GIA,
Princess,Ideal,E,VS2,1.01,1.01,71.3,74.0,Excellent,Very Good,Slightly Thick,,5.62,5.56,3.96,4330,GIA,
Marquise,,H,VS1,1.01,1.95,63.1,59.0,Excellent,Excellent,Thick to Very Thick,,10.08,5.18,3.27,5980,GIA,Faint
Princess,Ideal,G,VS1,1.01,1.0,71.1,73.0,Excellent,Very Good,Slightly Thick to Thick,,5.55,5.55,3.94,5980,GIA,
Pear,,D,VS1,1.0,1.7,60.9,60.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,9.35,5.5,3.35,1090,IGI Lab-Grown,
Oval,,E,VS1,1.1,1.48,61.4,61.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.54,5.77,3.54,1070,IGI Lab-Grown,
Princess,Ideal,G,VS2,1.04,1.01,73.8,71.0,Excellent,Very Good,Slightly Thick to Thick,,5.51,5.44,4.02,2870,GIA,
Radiant,,H,VS2,1.0,1.26,66.1,66.0,Excellent,Very Good,Slightly Thick,,6.43,5.12,3.39,2640,GIA,
Heart,,E,VS1,2.41,1.12,54.2,64.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.44,9.42,5.11,3770,IGI Lab-Grown,
Princess,Ideal,D,VS1,1.07,1.03,71.5,68.0,Excellent,Excellent,Medium,Pointed,5.63,5.48,3.92,1150,IGI Lab-Grown,
Princess,Ideal,D,VS1,1.07,1.0,71.3,69.0,Excellent,Excellent,Medium,Pointed,5.59,5.58,3.98,1150,IGI Lab-Grown,
Marquise,,E,VVS2,1.07,2.24,63.2,57.0,Excellent,Excellent,Thin to Slightly Thick,Pointed,11.49,5.13,3.24,1250,IGI Lab-Grown,
Pear,,E,VVS2,1.01,1.65,58.4,60.0,Excellent,Very Good,Slightly Thick to Very Thick,,9.16,5.54,3.24,4950,GIA,Strong
Heart,,E,VS2,1.01,1.12,56.1,59.0,Excellent,Very Good,Slightly Thick,,6.36,7.1,3.98,4320,GIA,
Radiant,,E,VVS2,1.01,1.26,69.9,65.0,Excellent,Very Good,Slightly Thick to Thick,,6.3,5.01,3.5,4200,GIA,
Pear,,H,VS1,1.0,1.7,62.9,58.0,Excellent,Very Good,Medium to Very Thick,,9.19,5.4,3.4,3510,GIA,
Heart,,D,VVS1,1.01,1.09,59.9,57.0,Excellent,Very Good,Slightly Thick to Thick,,6.34,6.89,4.12,6220,GIA,
Oval,,F,VS2,1.01,1.39,64.7,58.0,Excellent,Excellent,Slightly Thick to Very Thick,,7.68,5.53,3.58,4270,GIA,Faint
Radiant,,D,VS1,1.13,1.42,70.4,66.0,Excellent,Excellent,Medium,Pointed,7.42,5.24,3.69,1200,IGI Lab-Grown,
Marquise,,D,VS2,1.5,1.89,61.5,64.0,Excellent,Very Good,Very Thin to Thick,,11.45,6.06,3.73,11140,GIA,
Radiant,,D,VS1,1.03,1.46,66.8,62.0,Excellent,Excellent,Medium,Pointed,7.28,5.0,3.34,1100,IGI Lab-Grown,
Marquise,,E,VS1,1.08,1.96,63.5,58.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,10.43,5.32,3.38,1090,IGI Lab-Grown,
Round,Very Good,H,VVS2,1.01,1.01,64.8,56.0,Excellent,Very Good,Slightly Thick to Thick,,6.19,6.26,4.03,3790,GIA,
Emerald,,F,VS1,1.0,1.33,69.4,64.0,Excellent,Very Good,Thick to Very Thick,,6.4,4.82,3.34,2800,GIA,Strong
Pear,,D,VS2,1.0,1.55,57.2,64.0,Excellent,Very Good,Thick to Very Thick,,8.86,5.72,3.28,4150,GIA,
Pear,,F,VS1,1.11,1.55,62.0,61.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,9.08,5.84,3.62,1090,IGI Lab-Grown,
Oval,,F,VS1,1.0,1.7,59.1,58.0,Excellent,Excellent,Thick to Very Thick,,9.13,5.36,3.17,5170,GIA,
Oval,,G,VS2,1.0,1.39,66.3,56.0,Excellent,Very Good,Medium to Very Thick,,7.54,5.44,3.6,4060,GIA,
Radiant,,E,VS2,1.0,1.27,60.0,70.0,Excellent,Very Good,Medium to Slightly Thick,,6.82,5.39,3.23,3420,GIA,
Pear,,E,VS1,1.0,1.67,63.4,59.0,Excellent,Excellent,Slightly Thick to Thick,,9.04,5.42,3.43,3950,GIA,Medium
Round,Very Good,H,VS2,1.02,1.0,64.0,59.0,Excellent,Excellent,Slightly Thick to Thick,,6.31,6.33,4.04,3970,GIA,
Oval,,D,VS1,1.01,1.43,62.8,59.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.07,5.64,3.54,1080,IGI Lab-Grown,
Pear,,G,VVS1,1.01,1.68,63.3,58.0,Excellent,Very Good,Medium to Thick,,9.24,5.49,3.48,3770,GIA,Strong
Oval,,H,VVS2,1.0,1.41,64.9,65.0,Excellent,Excellent,Slightly Thick to Very Thick,,7.81,5.54,3.59,3640,GIA,Faint
Pear,,H,VS1,1.0,1.56,63.1,62.0,Excellent,Very Good,Medium to Very Thick,,8.69,5.57,3.51,4980,GIA,
Cushion,Ideal,E,VS1,2.52,1.0,66.1,64.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,7.93,7.9,5.22,4060,IGI Lab-Grown,
Marquise,,E,VS1,1.09,2.01,62.9,59.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,10.78,5.37,3.38,1100,IGI Lab-Grown,
Radiant,,H,VS1,1.01,1.3,66.9,66.0,Excellent,Excellent,Thick,,6.77,5.21,3.48,3850,GIA,
Oval,,E,VS1,1.08,1.44,63.0,59.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.31,5.79,3.65,1050,IGI Lab-Grown,
Oval,,G,VS2,1.0,1.58,60.4,63.0,Excellent,Very Good,Thin to Thick,,8.77,5.55,3.35,3780,GIA,
Round,Excellent,H,VS1,1.01,1.01,62.3,59.0,Excellent,Excellent,Medium to Slightly Thick,,6.37,6.42,3.99,3900,GIA,Faint
Radiant,,G,VVS2,1.02,1.28,70.7,68.0,Excellent,Very Good,Medium to Slightly Thick,,6.68,5.22,3.69,4110,GIA,Faint
Radiant,,F,VS1,1.17,1.43,67.9,62.0,Excellent,Excellent,Medium,Pointed,7.42,5.2,3.53,1200,IGI Lab-Grown,
Cushion Modified,Very Good,F,VVS2,1.0,1.1,68.4,60.0,Excellent,Excellent,Slightly Thick to Very Thick,,5.84,5.31,3.63,2390,GIA,Medium
Oval,,F,VS1,1.13,1.39,62.6,61.0,Excellent,Excellent,Medium,Pointed,8.21,5.89,3.69,1080,IGI Lab-Grown,
Pear,,E,VS1,1.04,1.65,62.4,59.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,9.17,5.56,3.47,1050,IGI Lab-Grown,
Radiant,,H,VVS2,1.03,1.27,69.1,78.0,Very Good,Good,Thin to Thick,,6.63,5.2,3.6,3270,GIA,
Heart,,G,VS1,1.0,1.16,59.6,58.0,Excellent,Excellent,Thick to Very Thick,,5.97,6.9,4.12,4230,GIA,
Oval,,E,VS1,1.03,1.39,62.5,62.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.0,5.74,3.59,1010,IGI Lab-Grown,
Round,Ideal,D,VS1,1.57,1.0,60.8,58.0,Excellent,Excellent,Medium,Pointed,7.5,7.51,4.56,1840,IGI Lab-Grown,
Oval,,G,VS1,1.0,1.45,62.6,58.0,Excellent,Very Good,Thin to Thick,,8.02,5.52,3.45,5110,GIA,
Heart,,E,VS1,2.32,1.13,53.9,62.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.32,9.37,5.05,3630,IGI Lab-Grown,
Princess,Ideal,F,VVS2,1.0,1.01,72.4,71.0,Excellent,Excellent,Medium,Pointed,5.49,5.44,3.94,1120,IGI Lab-Grown,
Radiant,,H,VS2,1.06,1.07,70.4,65.0,Excellent,Very Good,Slightly Thick to Thick,,5.79,5.4,3.81,3350,GIA,
Pear,,E,VS1,1.0,1.5,64.4,62.0,Excellent,Very Good,Slightly Thick to Very Thick,,8.41,5.6,3.61,4680,GIA,
Oval,,E,VVS1,1.01,1.38,62.0,61.0,Excellent,Very Good,Thin to Very Thick,,7.89,5.73,3.55,5000,GIA,Strong
Radiant,,E,VS1,1.06,1.45,67.8,65.0,Excellent,Excellent,Medium,Pointed,7.31,5.03,3.41,1070,IGI Lab-Grown,
Round,Excellent,F,VS2,1.04,1.01,62.0,58.0,Excellent,Excellent,Medium to Slightly Thick,,6.45,6.49,4.01,1070,GIA,Medium
Round,Excellent,H,VS2,1.0,1.01,63.5,56.0,Excellent,Very Good,Thin to Slightly Thick,,6.3,6.34,4.01,3760,GIA,
Round,Excellent,H,VS2,1.0,1.01,63.5,56.0,Excellent,Excellent,Medium to Slightly Thick,,6.31,6.36,4.02,3840,GIA,
Heart,,D,VS1,1.02,1.17,59.1,60.0,Excellent,Excellent,Medium to Thick,,6.11,7.15,4.22,4640,GIA,Strong
Radiant,,D,VVS1,1.01,1.3,68.1,68.0,Excellent,Excellent,Slightly Thick,,6.67,5.14,3.5,5460,GIA,
Pear,,D,VS1,1.0,1.75,64.0,60.0,Excellent,Excellent,Thin to Medium,Pointed,9.33,5.33,3.41,1090,IGI Lab-Grown,
Oval,,E,VS2,1.0,1.3,63.7,55.0,Excellent,Very Good,Thick to Very Thick,,7.46,5.72,3.64,4140,GIA,
Radiant,,F,VS1,1.0,1.42,67.3,70.0,Excellent,Excellent,Slightly Thick to Thick,,6.93,4.87,3.28,4220,GIA,
Princess,Ideal,E,VS1,1.03,1.02,71.0,68.0,Excellent,Excellent,Medium,Pointed,5.59,5.49,3.9,1030,IGI Lab-Grown,
Radiant,,E,VVS2,1.01,1.42,67.5,62.0,Excellent,Excellent,Medium,Pointed,7.23,5.08,3.43,1170,IGI Lab-Grown,
Marquise,,E,VVS2,1.1,1.94,63.6,60.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,10.57,5.44,3.46,1280,IGI Lab-Grown,
Round,Excellent,H,VS2,1.0,1.01,63.0,56.0,Excellent,Excellent,Medium to Slightly Thick,,6.33,6.38,4.01,3490,GIA,Faint
Pear,,F,VS1,1.03,1.53,63.7,59.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.71,5.68,3.62,1030,IGI Lab-Grown,
Heart,,F,VVS2,5.4,1.1,55.4,58.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,11.19,12.32,6.82,11840,IGI Lab-Grown,
Heart,,H,VS2,1.71,1.17,59.1,59.0,Excellent,Excellent,Slightly Thick to Thick,,7.07,8.3,4.91,9640,GIA,
Heart,,E,VS2,1.5,1.13,55.0,58.0,Excellent,Excellent,Medium to Very Thick,,7.14,8.1,4.46,9160,GIA,
Princess,Ideal,E,VVS2,1.01,1.04,74.7,67.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,5.5,5.3,3.96,1180,IGI Lab-Grown,
Radiant,,H,VS2,1.0,1.31,67.8,67.0,Excellent,Excellent,Thick to Very Thick,,6.63,5.08,3.44,3640,GIA,
Radiant,,G,VS2,1.01,1.32,68.8,66.0,Excellent,Excellent,Thick,,6.55,4.96,3.41,3420,GIA,
Marquise,,E,VS1,1.04,2.04,62.6,60.0,Excellent,Excellent,Thin to Medium,Pointed,10.66,5.22,3.27,1230,IGI Lab-Grown,
Marquise,,D,VS2,1.21,1.85,64.8,57.0,Excellent,Very Good,Slightly Thick to Thick,,10.16,5.49,3.56,7990,GIA,
Heart,,D,VVS1,1.73,1.16,57.7,57.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,7.3,8.44,4.87,4970,IGI Lab-Grown,
Round,Excellent,H,VS1,1.01,1.0,60.9,58.0,Excellent,Excellent,Medium to Slightly Thick,,6.46,6.49,3.94,3990,GIA,
Radiant,,E,VS1,1.0,1.27,70.8,67.0,Excellent,Very Good,Slightly Thick to Very Thick,,6.4,5.04,3.57,3950,GIA,
Heart,,F,VVS2,1.5,1.25,65.2,60.0,Excellent,Very Good,Very Thick to Extremely Thick,,5.84,7.29,4.76,8570,GIA,
Marquise,,E,IF,2.02,2.09,61.4,60.0,Excellent,Excellent,Slightly Thick to Very Thick,,13.65,6.52,4.0,28350,GIA,
Marquise,,F,VS2,1.2,1.88,64.2,59.0,Excellent,Excellent,Medium to Thick,,10.47,5.56,3.57,6910,GIA,Faint
Round,Very Good,H,VVS2,1.01,1.01,64.6,55.0,Excellent,Excellent,Slightly Thick to Thick,,6.21,6.27,4.03,3760,GIA,
Pear,,F,VS2,1.03,1.7,62.3,63.0,Excellent,Excellent,Medium to Thick,,9.31,5.48,3.42,3270,GIA,Strong
Oval,,F,VS1,1.06,1.46,61.0,59.0,Excellent,Excellent,Thin to Medium,Pointed,8.43,5.79,3.53,1060,IGI Lab-Grown,
Heart,,E,VS2,1.01,1.1,59.4,59.0,Very Good,Excellent,Medium to Very Thick,,6.35,6.98,4.15,4010,GIA,
Round,Very Good,H,VVS1,1.0,1.01,64.4,57.0,Very Good,Very Good,Slightly Thick to Thick,,6.15,6.22,3.98,3980,GIA,
Marquise,,D,VS2,1.5,1.91,60.2,57.0,Excellent,Excellent,Slightly Thick to Very Thick,,11.51,6.04,3.64,12140,GIA,
Oval,,F,VS1,1.0,1.45,62.0,65.0,Very Good,Very Good,Very Thick,,8.0,5.53,3.43,3860,GIA,Strong
Pear,,D,VS2,1.0,1.44,66.2,59.0,Excellent,Very Good,Slightly Thick to Very Thick,,7.99,5.54,3.67,4170,GIA,
Oval,,D,VS1,1.0,1.41,62.0,56.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.08,5.73,3.55,1060,IGI Lab-Grown,
Pear,,E,VS1,1.08,1.6,61.1,59.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,9.15,5.73,3.5,1090,IGI Lab-Grown,
Marquise,,E,VVS2,1.03,2.04,63.0,59.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,10.69,5.25,3.31,1210,IGI Lab-Grown,
Pear,,E,VS1,1.01,1.59,57.6,62.0,Excellent,Excellent,Slightly Thick to Thick,,8.98,5.66,3.26,3650,GIA,Strong
Heart,,F,VS2,1.5,1.13,63.7,60.0,Excellent,Very Good,Slightly Thick to Extremely Thick,,6.76,7.64,4.87,6500,GIA,Faint
Radiant,,F,VS1,1.03,1.44,66.2,66.0,Excellent,Excellent,Thin to Medium,Pointed,7.22,5.03,3.33,1070,IGI Lab-Grown,
Oval,,D,VS1,1.0,1.4,61.9,62.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,7.88,5.64,3.49,1060,IGI Lab-Grown,
Oval,,D,VS2,1.0,1.39,64.6,62.0,Excellent,Very Good,Thick to Very Thick,,7.64,5.5,3.55,4880,GIA,
Round,Excellent,F,VS2,1.0,1.01,61.9,61.0,Excellent,Excellent,Slightly Thick,,6.36,6.42,3.95,4880,GIA,Medium
Pear,,E,VS1,1.01,1.53,64.1,60.0,Excellent,Very Good,Thin to Very Thick,,8.44,5.53,3.54,4500,GIA,Faint
Heart,,F,IF,1.09,1.13,58.3,58.0,Very Good,Excellent,Thin to Very Thick,,6.34,7.15,4.17,4470,GIA,Medium
Marquise,,D,VVS2,1.01,1.98,62.8,60.0,Excellent,Very Good,Medium to Very Thick,,10.22,5.16,3.24,6300,GIA,Medium
Heart,,F,VVS1,1.0,1.19,61.7,53.0,Excellent,Very Good,Medium to Very Thick,,5.78,6.86,4.23,6370,GIA,
Pear,,E,VS1,1.09,1.62,62.6,58.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,9.21,5.67,3.55,1100,IGI Lab-Grown,
Pear,,G,VS2,1.0,1.7,62.7,63.0,Excellent,Excellent,Thin to Thick,,9.17,5.41,3.39,4530,GIA,
Marquise,,D,VS1,1.04,1.98,64.3,57.0,Excellent,Excellent,Medium to Thick,Pointed,10.34,5.21,3.35,1140,IGI Lab-Grown,
Marquise,,F,IF,1.3,1.99,60.6,64.0,Very Good,Very Good,Slightly Thick to Thick,,11.45,5.74,3.48,9440,GIA,
Princess,Very Good,F,VVS2,1.0,1.04,68.7,77.0,Excellent,Very Good,Medium to Slightly Thick,,5.76,5.56,3.82,3220,GIA,Faint
Oval,,D,VS1,1.0,1.4,62.1,57.0,Excellent,Very Good,Medium to Thick,,7.98,5.68,3.52,4960,GIA,
Radiant,,D,VS1,1.07,1.41,68.7,64.0,Excellent,Excellent,Slightly Thick,Pointed,7.28,5.15,3.54,1140,IGI Lab-Grown,
Marquise,,E,VVS1,1.88,1.83,59.8,60.0,Excellent,Very Good,Slightly Thick to Very Thick,,12.21,6.68,3.99,23840,GIA,
Radiant,,F,VS1,1.02,1.38,68.2,66.0,Excellent,Excellent,Thick to Very Thick,,6.78,4.93,3.36,23840,GIA,Medium
Radiant,,E,VVS2,1.09,1.42,70.1,65.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,7.4,5.22,3.66,1250,IGI Lab-Grown,
Pear,,E,VS1,1.06,1.62,60.7,61.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,9.26,5.7,3.46,1070,IGI Lab-Grown,
Round,Very Good,G,VS2,1.0,1.01,64.9,58.0,Excellent,Very Good,Medium to Thick,,6.14,6.22,4.01,4050,GIA,
Heart,,H,IF,1.32,1.16,57.5,62.0,Excellent,Excellent,Slightly Thick to Very Thick,,6.6,7.66,4.41,6150,GIA,
Pear,,F,VS1,1.06,1.73,59.5,62.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,9.76,5.63,3.35,1050,IGI Lab-Grown,
Oval,,E,VS1,1.08,1.46,62.1,58.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.42,5.78,3.59,1050,IGI Lab-Grown,
Emerald,,H,VS2,1.01,1.36,67.6,65.0,Excellent,Excellent,Thick,,6.57,4.82,3.26,2770,GIA,
Marquise,,E,VS1,1.09,1.95,62.7,58.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,10.49,5.39,3.38,1100,IGI Lab-Grown,
Oval,,H,VS1,1.0,1.47,63.0,60.0,Excellent,Very Good,Slightly Thick to Very Thick,,7.9,5.37,3.38,4530,GIA,
Princess,Ideal,G,VVS1,1.01,1.01,71.4,72.0,Excellent,Excellent,Slightly Thick to Thick,,5.64,5.58,3.98,3470,GIA,
